URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
18,https://insights.blackcoffer.com/what-are-the-challenges-and-acceptance-of-e-learning-during-the-covid-19-for-students-and-teachers/,32,27,0.0847457612754955,0.0046772684708351,116.470588235294,0.194574368568755,46.6660650415451,20.6666666666666,208,1069,1854,5,4.61833489242282
19,https://insights.blackcoffer.com/problems-faced-by-students-in-online-classes-during-covid-19/,64,33,0.319587625571261,0.0178365937756981,150.194029850746,0.258342922899884,60.1809491094584,25,449,1738,3280,10,4.86478711162255
20,https://insights.blackcoffer.com/impact-of-covid-19-on-engineering-and-medical-college-during-this-pandemic-lockdown/,16,35,-0.37254901230296,-0.0214932126453696,70.1142857142857,0.210407239819004,28.1298771816418,12.2857142857142,186,884,1528,30,4.65837104072398
21,https://insights.blackcoffer.com/how-is-login-logout-time-tracking-for-employees-in-office-done-by-ai/,17,9,0.307692295857988,0.0107962213079673,170.615384615384,0.257759784075573,68.349257759784,27.8846153846153,191,741,1444,4,5.04318488529014
22,https://insights.blackcoffer.com/how-does-ai-help-to-monitor-retail-shelf-watches/,28,3,0.806451586888658,0.038759689862388,138.413793103448,0.285271317829457,55.4796257685111,22.103448275862,184,645,1301,2,5.27441860465116
23,https://insights.blackcoffer.com/ai-and-its-impact-on-the-fashion-industry/,83,21,0.596153840421597,0.0331728196719246,148.896103896103,0.304440877474585,59.6802179094314,23.5324675324675,569,1869,3755,13,5.20599250936329
24,https://insights.blackcoffer.com/how-do-deep-learning-models-predict-old-and-new-drugs-that-are-successfully-treated-in-healthcare/,15,0,0.999999933333337,0.0331125827083607,176.25,0.311258278145695,70.6245033112582,28.0625,141,453,926,1,5.26931567328918
25,https://insights.blackcoffer.com/how-artificial-intelligence-can-boost-your-productivity-level/,55,13,0.617647049740484,0.033466135431501,142.596153846153,0.273306772908366,57.1477842476248,23.6538461538461,343,1255,2486,27,4.96972111553784
26,https://insights.blackcoffer.com/how-are-genetic-sequencing-maps-affected-by-deep-learning-and-ai/,49,13,0.580645151925078,0.0313862249072482,146.673469387755,0.346992153443766,58.8081846164795,23,398,1147,2395,3,5.32606800348735
27,https://insights.blackcoffer.com/how-is-ai-used-to-solve-traffic-management/,64,40,0.230769228550295,0.0174545454418512,141.746031746031,0.324363636363636,56.8281581529581,21.7936507936507,446,1375,2921,1,5.54181818181818
28,https://insights.blackcoffer.com/benefits-of-big-data-in-different-fields/,65,15,0.6249999921875,0.0274423710057945,149.276315789473,0.319429198682766,59.8382979952625,23.6447368421052,582,1822,3730,9,5.2821075740944
29,https://insights.blackcoffer.com/how-big-data-will-impact-the-future-of-business/,83,10,0.784946228118857,0.0445393532370107,136.351351351351,0.282489322757779,54.6535362696436,21.5135135135135,463,1639,3319,3,5.2300183038438
30,https://insights.blackcoffer.com/how-will-ai-make-decisions-in-tomorrows-wars/,27,24,0.0588235282583621,0.00493421051820031,95.1891891891892,0.266447368421052,38.1822546230441,16.1081081081081,162,608,1180,3,4.87335526315789
31,https://insights.blackcoffer.com/which-one-is-better-ai-or-big-data/,36,4,0.79999998,0.0481203006795183,119.058823529411,0.296240601503759,47.7420256523662,19.1470588235294,197,665,1390,2,5.1593984962406
32,https://insights.blackcoffer.com/how-robots-can-help-in-e-learning-platforms/,41,38,0.0379746830636116,0.00210084033466327,118.81690140845,0.24719887955182,47.625640115201,19.8450704225352,353,1428,2703,32,4.97058823529411
33,https://insights.blackcoffer.com/how-does-big-data-help-in-finance-and-the-growth-of-large-firms/,37,22,0.254237283826486,0.0125733444991002,122.754385964912,0.263202011735121,49.2070351906589,20.859649122807,314,1193,2268,4,4.91617770326907
34,https://insights.blackcoffer.com/future-of-work-robot-ai-and-automation/,25,6,0.61290320603538,0.0326460480538727,149.916666666666,0.290378006872852,60.0828178694158,24.0833333333333,169,582,1191,5,5.23024054982817
35,https://insights.blackcoffer.com/how-ai-will-help-the-defense-power-of-a-country/,47,52,-0.0505050499948984,-0.0035186488363697,89.4946236559139,0.262491203377902,35.9028459437167,15.0752688172043,373,1421,2721,10,4.935960591133
36,https://insights.blackcoffer.com/future-of-ai-and-machine-roles-in-the-medical-sector/,41,13,0.518518508916323,0.028426395910227,157,0.239593908629441,62.8958375634517,26.6388888888888,236,985,1806,6,4.80101522842639
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,81,34,0.408695648620037,0.0257958287454468,155.090909090909,0.348518111964873,62.1757708811495,23.3376623376623,635,1822,3924,1,5.61031833150384
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,71,38,0.302752290800437,0.0225872689783796,118.042857142857,0.232032854209445,47.3099559988266,20.2857142857142,339,1461,2667,6,4.73100616016427
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,74,38,0.321428568558673,0.0206659012510528,126.720930232558,0.328358208955223,50.8197153766053,19.8837209302325,572,1742,3607,3,5.32376578645235
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,86,28,0.508771925361649,0.0345443716292171,115.289156626506,0.23406789755807,46.2092898096256,20,393,1679,3127,18,4.75997617629541
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,71,28,0.434343429956126,0.0237175951330846,143.743243243243,0.25096525096525,57.5976833976834,23.6081081081081,455,1813,3375,18,4.94429123000551
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,57,24,0.407407402377686,0.0246085011002173,135.068965517241,0.252050708426547,54.1284064902671,22.4827586206896,338,1341,2513,21,4.91275167785234
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,29,12,0.414634136228435,0.022280471792555,99.8444444444444,0.250327653997378,40.0379088393767,16.5333333333333,191,763,1433,7,4.97247706422018
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,71,40,0.279279276763249,0.0197201017686258,136.149253731343,0.255089058524173,54.5617371159469,22.4776119402985,401,1572,2950,18,4.88740458015267
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,44,13,0.543859639581409,0.0407358737966677,118.5,0.226018396846254,47.4904073587385,20.3611111111111,172,761,1356,2,4.68988173455979
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,80,41,0.322314046923024,0.0174809502386907,156.268292682926,0.257283729269385,62.6102305648784,26.390243902439,574,2231,4237,11,4.81039892424921
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,63,69,-0.0454545451101928,-0.00281822451722958,117.240384615384,0.255049318929074,46.9981735737254,19.076923076923,543,2129,3945,1,4.84405824330671
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,47,22,0.362318835328712,0.0205930807079134,139.107142857142,0.319604612850082,55.7706989879971,21.4464285714285,388,1214,2562,10,5.47364085667215
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,42,29,0.183098588970442,0.0101010100931616,104.408450704225,0.255633255633255,41.8656335839434,17.4225352112676,329,1287,2402,6,4.85392385392385
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,75,24,0.515151509947964,0.0293440736309873,158.269841269841,0.241081703107019,63.4043691891793,26.9365079365079,419,1738,3249,22,4.79689298043728
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,83,24,0.55140186400559,0.0347058823325259,126.987341772151,0.267058823529411,50.9017602382725,20.8734177215189,454,1700,3290,11,4.97764705882352
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,28,0,0.999999964285715,0.0544747080652243,142.521739130434,0.326848249027237,57.1394349517848,22.2608695652173,168,514,1097,0,5.4260700389105
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,104,39,0.454545451366815,0.034648187614793,1169,0.229211087420042,467.691684434968,201.666666666666,430,1876,3353,16,4.6455223880597
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,35,0,0.999999971428572,0.0357873210268023,105.696428571428,0.316973415132924,42.4053607946246,17.2142857142857,310,978,1930,0,5.12269938650306
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,15,6,0.428571408163266,0.0122448979425239,108.906976744186,0.326530612244897,43.6934029425723,16.8372093023255,240,735,1508,1,5.44353741496598
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5,4,0.111111098765433,0.00302114802712644,148.714285714285,0.308157099697885,59.6089771255934,23.4285714285714,102,331,662,2,5.34138972809667
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,50,41,0.0989010978142736,0.00850661624904856,134.744680851063,0.270321361058601,54.0060008848489,21.9361702127659,286,1058,2063,31,5.05576559546313
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,35,69,-0.326923073779585,-0.0242510698828451,148.017543859649,0.283166904422253,59.3202843056285,24.3157894736842,397,1402,2756,2,5.06990014265335
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,21,15,0.166666662037037,0.00818553887014251,144.7,0.2537517053206,57.9815006821282,24.4,186,733,1394,4,4.96452933151432
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,74,38,0.321428568558673,0.0180451127729097,123.793478260869,0.230576441102756,49.6096218807889,21.1521739130434,460,1995,3677,10,4.77944862155388
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,53,3,0.892857126913265,0.0725689403881437,91.8444444444444,0.284470246734397,36.8515658764715,15.1333333333333,196,689,1329,4,5.0754716981132
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,9,1,0.799999920000008,0.0199501246385283,136.588235294117,0.229426433915211,54.7270646912131,22.7647058823529,92,401,755,0,4.86783042394014
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,36,9,0.599999986666667,0.0229787233846989,139.291666666666,0.248510638297872,55.8160709219858,23.875,292,1175,2138,4,4.75574468085106
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,28,8,0.555555540123457,0.0314960629425258,160.44,0.311811023622047,64.3007244094488,24.88,198,635,1330,1,5.3763779527559
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,20,9,0.379310331747919,0.02749999993125,83,0.255,33.302,13.6206896551724,102,400,797,0,5.1025
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6,0,0.999999833333361,0.0357142855017006,96.9090909090909,0.321428571428571,38.8922077922077,15.2727272727272,54,168,350,2,5.41071428571428
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,27,37,-0.156249997558593,-0.0117096018598248,82.7857142857142,0.196721311475409,33.1929742388758,14.4821428571428,168,854,1492,19,4.54449648711943
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,11,2,0.692307639053258,0.0476190473670949,100.454545454545,0.248677248677248,40.281289081289,17.1818181818181,47,189,364,1,4.9047619047619
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,54,19,0.479452048226684,0.0296108290781634,122.63492063492,0.353637901861252,49.1954234147127,18.5238095238095,418,1182,2586,0,5.60236886632825
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,14,18,-0.12499999609375,-0.00729927005967286,154.619047619047,0.27919708029197,61.9592978797358,25.5238095238095,153,548,1034,11,4.98540145985401
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,24,37,-0.213114750604676,-0.0119815668092335,124.5,0.233179723502304,49.8932718894009,21.42,253,1085,1984,7,4.79631336405529
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,33,49,-0.195121948839976,-0.00900393921834331,146.146666666666,0.294316263365222,58.5763931720127,23.0533333333333,523,1777,3578,16,5.23747889701744
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,58,23,0.432098760097546,0.0196188340697203,143.557142857142,0.213004484304932,57.5080589365791,25.1428571428571,380,1784,3205,19,4.68553811659192
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,48,26,0.297297293279766,0.0147354320062053,125.205882352941,0.227059611520428,50.1731767857846,21.5294117647058,339,1493,2714,18,4.76758204956463
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,28,7,0.599999982857143,0.0230263157642255,72.0588235294117,0.212719298245614,28.9086171310629,13.0882352941176,194,912,1550,1,4.47149122807017
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,53,8,0.737704905939263,0.0303643724491468,133.762711864406,0.20715249662618,53.5879457444131,24.1016949152542,307,1482,2497,4,4.4055330634278
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,38,6,0.727272710743802,0.0649087219778727,159.235294117647,0.239350912778904,63.7898580121704,28,118,493,904,8,4.55983772819472
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,50,16,0.515151507346189,0.0206435944015521,148.696969696969,0.284760170006071,59.5926919467903,24.2272727272727,469,1647,3238,8,5.02792956891317
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,35,75,-0.363636360330578,-0.0381315538244694,85.3283582089552,0.222116301239275,34.2201898040778,14.8805970149253,233,1049,1898,13,4.56339370829361
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,69,23,0.499999994565217,0.0392826643558645,84.2837837837837,0.16994022203245,33.7814896023264,15.3243243243243,199,1171,1938,5,4.42100768573868
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,28,46,-0.243243239956172,-0.014742014729941,151.446808510638,0.214578214578214,60.6645546900866,25.5106382978723,262,1221,2192,4,4.88615888615888
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,38,26,0.187499997070312,0.00814111261320141,109.827160493827,0.274084124830393,44.040497847463,17.8024691358024,404,1474,2887,9,5.11194029850746
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,36,83,-0.394957979874302,-0.0426884649930168,87.695652173913,0.23069936421435,35.1705406152509,15.1739130434782,254,1101,2007,15,4.60762942779291
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,55,35,0.222222219753086,0.0123762376161038,166.8,0.224628712871287,66.8098514851485,28.8363636363636,363,1616,2844,5,4.72957920792079
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,25,13,0.315789465373961,0.0156249999796549,196.916666666666,0.243489583333333,78.8640625,31.9583333333333,187,768,1503,1,5.18619791666666
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,40,25,0.230769227218934,0.0124481327697525,205.513513513513,0.270539419087136,82.3136211730402,32.1891891891891,326,1205,2406,1,5.35269709543568
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,42,52,-0.10638297759167,-0.00573394495084062,142.424657534246,0.272935779816513,57.0790373256252,23.3561643835616,476,1744,3355,6,5.02580275229357
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,38,12,0.5199999896,0.00717241379112485,83.1646090534979,0.233379310344827,33.3591953455371,14.2921810699588,846,3625,6095,7,4.68386206896551
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,41,54,-0.136842103822714,-0.00717835449631233,127.879518072289,0.257868580894533,51.2549546612734,21.3734939759036,467,1811,3423,12,4.92711209276642
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,30,71,-0.405940590040192,-0.0267624020713039,164.383333333333,0.350522193211488,65.8935422106179,25.2833333333333,537,1532,3266,0,5.48694516971279
91,https://insights.blackcoffer.com/human-rights-outlook/,5,3,0.249999968750003,0.0114942528075042,107.777777777777,0.218390804597701,43.1984674329501,18.7777777777777,38,174,318,2,4.6551724137931
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,47,4,0.843137238369858,0.041425818842557,133.511627906976,0.23795761078998,53.4998342071066,22.4651162790697,247,1038,1816,2,4.64161849710982
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,51,34,0.199999997647058,0.00917926565379089,90.3949579831932,0.226241900647948,36.2484799535364,15.4369747899159,419,1852,3439,6,4.88066954643628
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,61,16,0.584415576825771,0.0243638332299058,121.579545454545,0.273957769355712,48.7414012895604,20.0795454545454,506,1847,3396,5,4.88359501894964
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,38,34,0.0555555547839506,0.00367647058485618,133.875,0.247242647058823,53.6488970588235,22.375,269,1088,2056,3,4.96323529411764
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,19,44,-0.396825390526581,-0.0138580931187039,178.031746031746,0.280487804878048,71.3248935346496,28.3968253968253,506,1804,3491,1,5.26053215077605
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,20,42,-0.354838703954214,-0.0221327967584177,129.866666666666,0.246478873239436,52.0452582159624,21.6222222222222,245,994,1862,4,4.94567404426559
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,43,48,-0.0549450543412631,-0.00404530744009279,96.6164383561643,0.241100323624595,38.7430154719155,16.7671232876712,298,1236,2313,37,4.77508090614886
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,31,28,0.0508474567652973,0.00269784172419258,188.028571428571,0.254496402877697,75.3132271325796,31.6,283,1112,2106,12,4.95503597122302
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,27,44,-0.239436616345963,-0.0127150336479319,142.875,0.268511593118923,57.2574046372475,22.875,359,1337,2535,4,5.06806282722513
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,6,3,0.3333332962963,0.0150753768086664,106.4,0.201005025125628,42.6404020100502,19.3,40,199,340,2,4.42713567839196
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,30,47,-0.220779217911958,-0.0149122806886734,112.438596491228,0.235964912280701,45.0698245614035,19.438596491228,269,1140,2064,13,4.7
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,13,25,-0.315789465373961,-0.018461538433136,119.46875,0.258461538461538,47.8908846153846,19.875,168,650,1212,4,4.95230769230769
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,31,57,-0.295454542097107,-0.0228070175238534,138.019607843137,0.281578947368421,55.3204747162022,22.0980392156862,321,1140,2250,2,5.23070175438596
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,33,35,-0.0294117642733564,-0.00178412131865823,159.307692307692,0.220338983050847,63.8112125162972,27.8717948717948,247,1121,1978,6,4.60749330954504
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,7,3,0.399999960000004,0.00987654318549001,200.076923076923,0.338271604938271,80.1660778727445,30.3846153846153,137,405,816,0,5.47901234567901
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,27,3,0.799999973333334,0.0380348652329083,117.366666666666,0.196513470681458,47.0252720549392,20.6,124,631,1083,4,4.64817749603803
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,39,58,-0.19587628664045,-0.0175925925763031,200.424242424242,0.277777777777777,80.280808080808,31.6363636363636,300,1080,2104,3,5.18796296296296
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,34,26,0.133333331111111,0.0107526881575904,118.875,0.139784946236559,47.6059139784946,22.75,104,744,1195,42,4.17741935483871
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9,39,-0.624999986979166,-0.0278035217536575,132.69387755102,0.269694161260426,53.1854286849123,21.3673469387755,291,1079,2057,2,5.10101946246524
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,22,33,-0.199999996363636,-0.0105566218708669,122.056603773584,0.270633397312859,48.9308948683591,19.5094339622641,282,1042,2110,0,5.26679462571976
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,33,52,-0.223529409134948,-0.0181470868976627,126.411764705882,0.284622731614135,50.6785549749986,20.0196078431372,298,1047,2067,2,5.23113658070678
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,28,36,-0.124999998046875,-0.00613967766221053,144.037735849056,0.257099002302379,57.7179339405435,23.943396226415,335,1303,2400,10,4.92555640828856
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,52,48,0.0399999996,0.00246913580094497,129.225352112676,0.229012345679012,51.781745783342,22.112676056338,371,1620,2914,4,4.73827160493827
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,29,46,-0.226666663644444,-0.00895679662331043,145.342105263157,0.26554267650158,58.2430591758637,24.078947368421,504,1898,3461,10,4.89515279241306
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,29,25,0.0740740727023319,0.00447427292564399,358.76923076923,0.134228187919463,143.56138358286,68,120,894,1409,44,4.24272930648769
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,50,80,-0.230769228994082,-0.0152749490757255,164.287671232876,0.268329938900203,65.8224004687107,26.5068493150684,527,1964,3803,13,5.15835030549898
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,47,55,-0.0784313717800846,-0.00619674670317835,87.6875,0.19132455460883,35.1515298218435,16,247,1291,2249,7,4.50426026336173
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,14,-0.272727260330579,-0.0170454544970299,122.888888888888,0.286931818181818,49.2703282828282,19.1111111111111,101,352,678,1,5.35795454545454
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,51,92,-0.286713284708298,-0.0188246097250575,146.384615384615,0.275941230486685,58.6642226460408,23.6263736263736,601,2178,4143,4,5.17079889807162
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,56,65,-0.0743801646745441,-0.00550458715259658,132.984848484848,0.17920489296636,53.2656213511259,24.3787878787878,293,1635,2763,36,4.42385321100917
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,47,69,-0.189655170778834,-0.012229016113269,115.494382022471,0.246247915508615,46.2962519751922,19.3258426966292,443,1799,3257,14,4.8071150639244
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,58,86,-0.194444443094135,-0.015192620718832,142.736842105263,0.257731958762886,57.1978296256104,23.8421052631578,475,1843,3456,19,4.94411285946825
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,55,74,-0.147286820563668,-0.00961538461051853,196.806451612903,0.295546558704453,78.840799268643,31.4032258064516,584,1976,3794,8,5.22115384615384
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,60,18,0.538461531558185,0.0223761321138113,179.904761904761,0.272775705913692,72.0710150442702,29.1428571428571,512,1877,3634,3,5.09376664890783
